id,price,surface,bedrooms,restrooms,location_name,Terraza,Ascensor,Piscina,Calefacción
1245592,150,10,1,1,Alacant,0,0,0,0
1245593,600,50,1,1,Alacant,0,0,1,0
1245595,400,55,1,1,Alacant,1,1,0,0
1245596,1500,105,3,2,Alacant,1,0,1,0
1245597,950,120,3,1,Alacant,0,0,0,0
1245598,820,113,3,2,Alacant,0,1,0,0
1245599,550,69,2,1,Alacant,0,0,0,1
1245601,600,96,3,2,Alacant,0,1,0,0
1245602,590,110,3,2,Alacant,0,1,0,0
1245603,990,140,3,2,Alacant,0,1,0,0
1245604,550,90,2,1,Alacant,1,1,0,0
1245606,475,74,3,1,Alacant,1,0,0,0
1245607,570,100,3,2,Alacant,0,1,0,0
1245608,550,130,3,1,Alacant,0,0,0,0
1245609,430,80,3,1,Alacant,0,0,0,0
1245613,950,130,3,3,Alacant,0,1,0,0
1245614,600,90,2,2,Alacant,1,0,0,0
1245615,500,90,2,2,Alacant,0,1,0,0
1245616,550,90,3,2,Alacant,0,1,0,0
1245617,280,50,2,1,Alacant,0,0,0,0
1245619,2000,180,3,3,Alacant,1,0,0,0
1245620,850,85,3,2,Alacant,1,0,0,0
1245621,900,100,1,2,Alacant,0,1,0,0
1245622,1000,176,3,2,Alacant,0,1,0,0
1245624,2000,97,2,1,Alacant,0,1,0,0
1245625,400,85,3,1,Alacant,0,0,0,0
1245626,800,160,4,2,Alacant,0,1,0,0
1245627,400,80,3,1,Alacant,1,0,0,0
1245628,420,68,2,1,Alacant,0,0,0,0
1245629,650,103,4,2,Alacant,0,0,0,0
1245630,400,65,2,1,Alacant,0,0,0,0
1245632,850,85,2,1,Alacant,0,1,0,0
1245634,1100,155,3,2,Alacant,0,1,0,0
1245635,550,88,2,1,Alacant,0,0,0,0
1245636,800,100,3,2,Alacant,1,0,0,0
1245637,700,91,3,1,Alacant,1,0,0,0
1245638,700,70,2,1,Alacant,1,0,0,1
1245639,650,80,3,1,Alacant,0,1,0,0
1245641,700,75,3,3,Alacant,1,0,0,0
1245642,500,60,3,2,Alacant,0,1,0,0
1245644,475,85,3,1,Alacant,0,1,0,0
1245646,900,130,3,2,Alacant,0,1,0,0
1245648,500,75,2,1,Alacant,1,0,1,0
1245649,450,100,3,2,Alacant,1,0,0,0
1245650,500,75,2,1,Alacant,0,1,0,0
1245652,500,50,1,1,Alacant,1,1,0,0
1245653,700,90,3,2,Alacant,0,0,0,0
1245654,675,105,3,2,Alacant,0,1,0,0
1245655,700,51,1,1,Alacant,1,1,0,0
1245656,700,100,2,2,Alacant,0,0,0,0
1245658,450,45,1,1,Alacant,0,1,0,0
1245660,500,89,2,1,Alacant,1,0,0,0
1245661,1850,184,4,2,Alacant,1,0,1,0
1245662,675,59,2,2,Alacant,1,0,0,0
1245665,750,74,2,1,Alacant,1,0,0,1
1245666,480,112,3,2,Alacant,0,1,0,0
1245667,600,110,3,2,Alacant,0,1,0,0
1245668,1400,91,3,2,Alacant,1,0,0,0
1245669,450,100,3,2,Alacant,0,1,0,0
1245671,1500,150,5,3,Alacant,1,0,0,0
1245673,1000,75,2,1,Alacant,0,1,0,0
1245675,4000,245,3,4,Alacant,1,0,1,0
1245676,500,120,3,2,Alacant,1,0,0,0
1245677,800,86,3,2,Alacant,1,0,0,1
1245678,700,120,3,2,Alacant,0,1,0,0
1245680,950,168,3,2,Alacant,0,1,0,0
1245687,3200,107,4,2,Alacant,1,1,0,0
1245690,1950,210,3,3,Alacant,1,1,0,0
1789069,490,30,1,1,Alacant,1,0,0,0
1789070,430,120,4,1,Alacant,1,1,0,0
1789072,400,60,2,1,Alacant,0,0,0,0
1789078,610,60,1,1,Alacant,1,0,0,0
1789079,800,95,3,2,Alacant,1,1,0,0
1789082,800,76,2,1,Alacant,0,1,0,0
1789083,650,80,2,2,Alacant,0,1,0,0
1789084,500,55,1,1,Alacant,0,1,0,0
1789085,400,90,3,2,Alacant,0,0,0,0
1789086,400,70,2,1,Alacant,1,0,1,0
1789087,400,80,3,1,Alacant,0,0,0,0
1789091,400,70,2,1,Alacant,0,1,0,0
1789092,495,34,1,1,Alacant,0,1,0,0
1789093,400,140,3,2,Alacant,1,0,0,0
1789094,1000,100,2,2,Alacant,1,0,1,0
1789095,770,120,3,2,Alacant,0,1,0,0
1789097,400,75,3,1,Alacant,0,0,0,0
1789099,800,100,3,2,Alacant,0,1,0,0
1789101,600,105,3,1,Alacant,0,1,0,0
1789102,900,110,3,2,Alacant,1,0,0,1
1789103,450,74,1,1,Alacant,1,0,0,0
1789104,700,105,2,2,Alacant,0,1,0,0
1789105,700,90,3,2,Alacant,0,0,0,0
1789109,600,70,2,2,Alacant,1,0,0,0
1789112,650,60,1,1,Alacant,0,1,0,0
1789114,700,60,1,1,Alacant,0,0,0,0
1789115,750,92,3,2,Alacant,0,1,0,0
1789116,350,70,3,1,Alacant,0,0,0,1
1789119,570,100,3,2,Alacant,0,1,0,0
1789120,650,65,2,1,Alacant,0,1,0,0
1789122,425,75,2,1,Alacant,1,0,0,0
1789123,800,70,2,1,Alacant,0,1,0,0
1789125,630,48,1,1,Alacant,0,1,0,0
1789127,600,81,3,2,Alacant,0,1,0,0
1789128,550,55,2,2,Alacant,1,0,0,1
1789131,420,100,4,1,Alacant,0,0,0,0
1789132,425,90,3,2,Alacant,0,1,0,0
1789133,480,90,3,2,Alacant,0,1,0,0
1789134,500,175,3,2,Alacant,1,0,0,0
1789135,1100,95,3,2,Alacant,0,1,0,0
1789136,450,95,3,2,Alacant,0,1,0,0
1789137,500,220,7,3,Alacant,0,1,0,0
1789138,699,100,2,2,Alacant,0,0,0,0
1789139,850,105,3,2,Alacant,0,1,0,0
1789140,1600,100,2,4,Alacant,1,1,0,0
1789146,500,40,1,1,Alacant,1,0,1,0
1789147,1000,195,4,2,Alacant,0,1,0,0
1789148,780,130,3,2,Alacant,0,1,0,0
1789149,1200,130,3,2,Alacant,1,1,0,0
1789150,650,50,1,1,Alacant,0,0,0,0
1789152,1200,90,3,2,Alacant,0,1,0,0
1789154,1100,95,3,2,Alacant,0,1,0,0
1789158,550,85,2,1,Alacant,1,0,0,1
1789161,850,65,1,1,Alacant,0,1,0,0
1789163,630,85,3,2,Alacant,0,1,0,0
1789164,1500,179,3,2,Alacant,0,0,0,0
1789167,750,65,1,1,Alacant,1,1,0,0
1789171,1000,120,3,3,Alacant,0,0,0,0
1789173,450,50,1,1,Alacant,1,1,0,0
1789174,495,95,4,1,Alacant,0,1,0,0
1789175,400,90,4,2,Alacant,0,1,0,0
1789177,800,85,2,1,Alacant,0,1,0,0
1789178,950,109,3,2,Alacant,0,1,0,0
1789179,900,140,3,2,Alacant,1,0,1,0
1789180,590,55,1,1,Alacant,1,1,0,0
1789184,460,65,2,1,Alacant,0,0,0,0
1789186,580,95,2,1,Alacant,0,0,0,0
1789191,1500,170,3,2,Alacant,1,0,0,0
1789195,680,87,2,2,Alacant,0,1,0,0
1789197,700,100,2,3,Alacant,1,0,0,0
1789198,275,50,1,1,Alacant,0,0,0,0
1789199,750,88,3,2,Alacant,0,1,0,0
1789200,275,50,1,1,Alacant,0,0,0,0
1789201,600,90,2,1,Alacant,0,1,0,0
1789203,590,50,1,1,Alacant,1,1,0,0
1789204,500,84,2,2,Alacant,0,1,0,0
1789207,750,73,2,1,Alacant,0,1,0,0
1789208,850,115,3,2,Alacant,1,0,0,0
1789209,500,90,3,1,Alacant,1,0,0,0
1789210,1600,178,3,1,Alacant,1,0,0,0
1789211,850,130,3,2,Alacant,1,0,0,0
1789214,750,130,3,2,Alacant,0,1,0,0
1789215,2200,200,4,3,Alacant,1,0,1,0
1789217,1500,100,3,2,Alacant,0,1,0,0
1789218,525,50,1,1,Alacant,0,1,0,0
1789220,1200,140,4,2,Alacant,1,0,0,0
1789222,480,80,2,1,Alacant,0,1,0,0
1789223,850,130,3,2,Alacant,1,0,0,0
1789224,1300,157,4,3,Alacant,0,1,0,0
1789225,1800,100,3,2,Alacant,1,0,1,0
1789227,2500,140,3,2,Alacant,0,1,0,0
1789229,1600,156,4,3,Alacant,1,0,0,0
1789231,600,80,3,1,Alacant,0,1,0,0
1789233,750,75,2,1,Alacant,1,0,0,0
1789235,2600,280,5,2,Alacant,1,0,1,0
1789236,1500,50,2,1,Alacant,0,0,1,0
1789237,950,85,2,2,Alacant,0,1,0,0
1789238,2700,200,3,4,Alacant,1,0,1,0
1789239,700,62,1,1,Alacant,0,1,0,0
1789240,790,95,2,1,Alacant,1,0,0,0
1789242,650,75,2,1,Alacant,1,0,0,0
1789243,550,87,3,1,Alacant,0,1,0,0
1789244,700,75,2,2,Alacant,1,0,0,0
1789245,500,50,2,1,Alacant,0,1,0,0
1789246,575,68,2,1,Alacant,0,1,0,0
1789249,2500,280,5,4,Alacant,1,0,0,0
1789252,600,70,2,1,Alacant,0,1,0,0
1789253,700,100,3,1,Alacant,0,1,0,0
1789254,600,265,4,3,Alacant,0,0,0,0
1789255,450,80,3,1,Alacant,0,0,0,0
1789256,420,77,3,1,Alacant,0,0,0,0
1789258,800,120,2,2,Alacant,0,1,0,0
1789259,900,90,2,2,Alacant,0,1,0,0
1789265,1800,162,3,3,Alacant,0,1,0,0
1789266,400,117,4,2,Alacant,0,0,0,0
1789267,950,129,3,2,Alacant,0,1,0,0
1789268,600,95,2,2,Alacant,0,1,0,0
1789269,850,70,2,2,Alacant,0,1,0,0
1789270,850,175,2,2,Alacant,1,0,0,0
1789271,650,65,2,1,Alacant,0,0,0,0
1789272,800,230,4,1,Alacant,0,0,0,1
1789274,900,90,3,1,Alacant,1,0,0,0
1789275,450,90,3,2,Alacant,0,1,0,0
1789279,500,89,3,2,Alacant,0,1,0,0
1789280,450,43,1,1,Alacant,1,0,0,0
1789281,400,110,3,2,Alacant,0,0,0,0
1789282,700,100,3,2,Alacant,0,1,0,0
1789283,450,70,2,1,Alacant,1,0,0,0
1789284,600,70,2,2,Alacant,0,0,0,1
1789285,995,65,2,1,Alacant,0,0,0,0
1789286,900,120,4,2,Alacant,0,1,0,0
1789313,1150,52,1,1,Alacant,0,0,0,1
1789315,630,60,1,1,Alacant,1,0,0,0
1789316,1200,95,3,2,Alacant,0,1,0,0
1789318,1625,200,5,2,Alacant,0,1,0,0
1789319,2000,243,3,3,Alacant,1,0,0,0
1789320,1000,60,2,1,Alacant,0,1,0,0
1789321,600,65,1,1,Alacant,0,1,0,0
1789322,700,108,3,2,Alacant,1,1,0,0
1789324,680,55,2,1,Alacant,0,0,0,0
1789325,300,200,5,1,Alacant,0,0,0,0
1789327,599,57,1,1,Alacant,0,0,0,0
1789329,840,95,2,1,Alacant,0,1,0,0
1789330,750,60,1,1,Alacant,0,1,0,0
1789331,800,80,2,1,Alacant,0,1,0,0
1789332,450,90,3,2,Alacant,0,1,0,0
1789333,400,115,4,2,Alacant,0,1,0,0
1789334,975,110,3,2,Alacant,0,1,0,0
1789335,600,265,4,3,Alacant,0,0,0,0
1789336,800,230,4,1,Alacant,0,0,0,1
1789337,450,90,3,2,Alacant,0,1,0,0
1789338,650,85,2,2,Alacant,0,1,0,1
1789339,500,220,7,3,Alacant,0,1,0,0
1789341,450,95,3,2,Alacant,0,1,0,0
1789342,400,115,4,2,Alacant,0,1,0,0
1789345,1500,180,3,2,Alacant,0,0,0,0
1789347,390,100,3,1,Alacant,1,0,0,0
1789349,800,106,3,2,Alacant,0,1,0,0
1789352,1200,91,3,2,Alacant,0,1,0,0
1789353,800,120,2,2,Alacant,0,1,0,0
1789354,450,60,1,1,Alacant,0,0,1,1
1789355,850,38,1,1,Alacant,1,0,0,0
1789356,1000,120,2,1,Alacant,0,1,0,0
1789357,500,65,2,1,Alacant,1,1,0,0
1789358,1100,95,3,2,Alacant,0,1,0,0
1789359,830,110,2,2,Alacant,1,0,0,0
1789361,650,115,3,2,Alacant,1,1,0,0
1789363,750,100,4,1,Alacant,0,1,0,0
1789364,1000,100,3,2,Alacant,0,1,0,0
1789365,550,38,1,1,Alacant,0,1,0,0
1789366,650,25,1,1,Alacant,0,0,0,0
1789367,2000,55,2,2,Alacant,1,0,0,0
1789368,900,120,3,2,Alacant,1,0,0,0
1789369,1300,190,3,2,Alacant,1,0,0,0
1789370,800,70,1,1,Alacant,1,1,0,0
1789372,1200,60,2,2,Alacant,0,1,0,0
1789373,650,80,2,2,Alacant,1,0,0,1
1789374,1100,130,3,2,Alacant,1,0,0,0
1789376,900,145,3,4,Alacant,1,0,0,1
1789378,600,60,1,1,Alacant,0,1,0,0
1789381,2750,185,4,3,Alacant,1,0,1,0
1789382,490,107,3,2,Alacant,0,1,0,0
1789384,650,65,2,1,Alacant,0,1,0,0
1789385,490,107,3,2,Alacant,0,1,0,0
1789386,420,63,1,1,Alacant,1,0,0,0
1789390,800,75,2,2,Alacant,1,0,0,0
1789392,500,50,1,1,Alacant,1,0,1,0
1789395,495,115,4,2,Alacant,0,0,0,0
1789396,495,115,4,2,Alacant,0,0,0,0
1789399,900,215,3,2,Alacant,1,0,0,0
1789401,700,94,2,2,Alacant,0,1,0,0
1789404,1350,140,4,2,Alacant,0,1,0,0
1789405,850,105,3,2,Alacant,0,1,0,0
1789406,525,55,2,1,Alacant,0,0,0,0
1789407,550,100,2,2,Alacant,1,0,0,0
1789408,650,60,2,1,Alacant,1,0,0,0
1789409,600,70,2,1,Alacant,1,0,0,0
1789414,370,60,2,1,Alacant,0,0,0,0
1789415,450,65,2,1,Alacant,0,0,0,0
1789416,450,40,1,1,Alacant,0,0,1,0
1789417,400,63,2,1,Alacant,0,0,0,1
1789418,1300,90,1,1,Alacant,0,1,0,0
1789419,600,55,1,1,Alacant,0,0,0,0
1789421,550,87,3,2,Alacant,0,1,0,0
1789422,450,105,3,2,Alacant,0,1,0,0
1789423,950,77,2,1,Alacant,0,1,0,0
1789424,500,175,3,2,Alacant,1,0,0,0
1789425,400,115,4,2,Alacant,0,1,0,0
1789426,450,95,3,2,Alacant,0,1,0,0
1789427,500,85,3,2,Alacant,0,0,0,0
1789428,400,80,2,1,Alacant,1,0,0,0
1789430,850,117,3,2,Alacant,0,1,0,0
1789432,650,75,3,1,Alacant,0,0,0,0
1789433,875,105,3,2,Alacant,0,1,0,0
1789435,1000,235,4,3,Alacant,0,0,1,1
1789438,480,60,1,1,Alacant,0,0,0,0
1789439,550,58,2,1,Alacant,1,1,0,0
1789440,700,95,2,2,Alacant,1,0,0,0
1789441,1400,90,2,1,Alacant,0,1,0,0
1789443,600,90,3,2,Alacant,0,1,0,0
1789444,500,80,2,2,Alacant,1,0,0,0
1789446,500,50,1,1,Alacant,0,0,0,0
1789449,850,120,3,2,Alacant,0,1,0,0
1789450,850,90,2,1,Alacant,0,0,0,0
1789451,1000,70,2,1,Alacant,0,1,0,0
1789454,750,110,3,2,Alacant,1,0,1,0
1789455,1000,92,2,2,Alacant,1,1,0,0
1789456,570,50,1,1,Alacant,0,1,0,0
1789458,750,110,3,2,Alacant,0,1,0,0
1789460,760,110,2,2,Alacant,1,0,0,0
1789467,680,87,3,1,Alacant,0,1,0,0
1789469,850,117,3,2,Alacant,0,1,0,0
1789472,700,40,1,1,Alacant,0,1,0,0
1789475,4000,285,3,4,Alacant,0,0,1,0
1789477,735,117,3,2,Alacant,0,1,0,0
1789478,370,69,2,1,Alacant,1,0,0,0
1789480,1500,125,3,2,Alacant,1,1,0,0
1789482,370,69,2,1,Alacant,1,0,0,0
1789483,1500,110,3,2,Alacant,0,1,0,0
1789484,600,90,3,1,Alacant,1,0,0,0
1789490,750,145,3,2,Alacant,0,1,0,0
1789491,550,100,3,2,Alacant,0,1,0,0
1789493,550,110,4,2,Alacant,0,1,0,0
1789496,1100,150,3,2,Alacant,0,1,0,0
1789499,550,99,3,2,Alacant,0,1,0,0
1789500,850,120,3,2,Alacant,0,1,0,0
1789501,400,50,1,1,Alacant,0,1,0,0
1789502,350,87,3,1,Alacant,0,0,0,0
1789503,550,70,2,1,Alacant,1,0,0,0
1789504,795,95,2,1,Alacant,0,1,0,0
1789507,800,85,2,1,Alacant,1,0,0,0
1789508,850,136,2,2,Alacant,0,1,0,0
1789510,700,100,3,2,Alacant,0,1,0,0
1789516,500,30,1,1,Alacant,0,1,0,0
1789517,980,141,4,2,Alacant,0,1,0,0
1789518,600,45,1,1,Alacant,0,0,0,0
1789520,480,55,2,1,Alacant,0,1,0,0
1789525,995,65,2,1,Alacant,0,1,0,0
1789527,600,45,1,1,Alacant,0,1,0,0
1789528,735,80,2,1,Alacant,0,0,0,1
1789530,700,120,3,2,Alacant,0,1,0,0
1789531,700,50,1,1,Alacant,0,1,0,0
1789533,650,90,3,2,Alacant,0,1,0,0
1789535,690,92,2,2,Alacant,0,0,1,0
1789539,1000,112,3,2,Alacant,1,0,0,0
1789540,2300,250,5,3,Alacant,1,0,1,0
1789544,800,120,2,2,Alacant,1,1,0,0
1789545,650,125,2,1,Alacant,0,1,0,0
1789548,800,90,3,1,Alacant,1,0,0,1
1789551,600,111,3,2,Alacant,0,1,0,0
1789553,355,50,1,1,Alacant,0,1,1,0
1789554,750,110,2,2,Alacant,1,1,0,0
1789555,800,112,2,2,Alacant,1,0,0,0
1789557,900,145,4,2,Alacant,0,1,0,0
1789558,800,120,2,2,Alacant,0,1,0,0
1789559,650,70,2,1,Alacant,0,1,0,0
1789560,750,74,2,1,Alacant,0,1,0,0
1789561,590,65,3,1,Alacant,0,0,0,0
1789562,1700,98,2,2,Alacant,0,1,0,0
1789563,650,90,2,1,Alacant,1,0,0,0
1789564,1400,286,4,2,Alacant,0,1,0,0
1789565,600,65,2,1,Alacant,0,1,0,0
1789566,550,83,2,1,Alacant,1,0,0,0
1789568,650,50,1,1,Alacant,0,1,0,0
1789569,350,90,2,1,Alacant,1,0,0,0
1789571,800,75,2,1,Alacant,0,1,0,0
1789573,2500,195,3,2,Alacant,0,0,1,0
1789574,600,49,2,1,Alacant,0,1,0,0
1789576,850,115,3,2,Alacant,0,1,0,0
1789578,850,86,2,1,Alacant,0,0,0,1
1789579,750,80,2,1,Alacant,0,1,0,0
1789580,500,120,4,2,Alacant,0,0,0,0
1789581,850,136,2,2,Alacant,0,1,0,0
1789583,900,116,3,2,Alacant,0,1,0,0
1789586,450,105,3,2,Alacant,0,1,0,0
1789587,800,90,2,2,Alacant,1,1,0,0
1789589,400,86,2,2,Alacant,0,0,0,0
1789590,1000,65,1,1,Alacant,0,1,0,0
1789593,475,100,4,2,Alacant,0,1,0,0
1789596,800,83,2,1,Alacant,0,1,0,0
1789601,450,55,1,1,Alacant,0,1,0,0
1789604,750,75,2,1,Alacant,0,1,0,0
1789606,950,75,2,1,Alacant,0,1,0,0
1789608,500,40,1,1,Alacant,0,1,0,0
1789611,750,109,3,3,Alacant,0,1,0,0
1789612,750,68,2,1,Alacant,0,0,0,0
1789614,360,60,1,1,Alacant,0,1,0,0
1789615,700,113,2,2,Alacant,1,1,0,0
1789616,850,136,2,2,Alacant,1,1,0,0
1789619,1000,100,2,3,Alacant,1,1,0,0
1789620,1300,94,2,1,Alacant,1,0,1,0
1789623,700,88,2,2,Alacant,0,1,0,0
1789624,900,80,3,2,Alacant,1,0,0,0
1789625,450,80,3,1,Alacant,0,0,0,0
1789626,600,95,3,2,Alacant,0,0,0,1
1789628,550,90,2,2,Alacant,0,1,0,0
1789629,450,105,3,2,Alacant,0,1,0,0
1789630,350,70,2,2,Alacant,0,1,0,0
1789631,430,70,3,1,Alacant,0,0,0,0
1789635,900,116,3,2,Alacant,0,1,0,0
1789636,850,85,2,2,Alacant,0,1,0,0
1789643,950,80,2,1,Alacant,0,1,0,0
1789645,600,35,1,1,Alacant,0,0,0,0
1789646,2200,183,3,3,Alacant,1,0,0,0
1789647,650,100,3,2,Alacant,0,1,0,0
1789650,700,97,3,2,Alacant,1,0,0,0
1789651,1350,128,2,2,Alacant,0,0,0,0
1789653,350,80,3,1,Alacant,0,0,0,0
1789655,1300,120,2,2,Alacant,0,1,0,0
1789656,900,110,3,2,Alacant,1,0,0,0
1789657,850,133,2,2,Alacant,0,1,0,0
1789658,1400,210,4,3,Alacant,1,0,0,0
1789660,450,110,4,1,Alacant,0,1,0,0
1789661,670,75,2,1,Alacant,0,1,0,0
1789662,600,90,3,2,Alacant,0,1,0,0
1789663,850,133,2,2,Alacant,1,1,0,0
1789664,825,108,3,2,Alacant,0,1,0,0
1789665,650,72,2,1,Alacant,1,0,0,0
1789667,800,85,1,1,Alacant,0,1,0,1
1789668,800,293,3,2,Alacant,1,0,0,0
1789669,450,80,2,1,Alacant,0,0,0,0
1789670,850,136,2,2,Alacant,1,1,0,0
1789671,1600,176,4,3,Alacant,1,0,1,0
1789673,400,120,2,2,Alacant,0,0,0,1
1789676,1700,160,3,2,Alacant,0,1,0,0
1789678,1385,125,4,3,Alacant,0,1,0,0
1789680,900,124,3,2,Alacant,0,1,0,0
1789683,950,120,3,2,Alacant,1,0,0,0
1789685,400,55,2,1,Alacant,0,1,0,0
1789686,500,50,1,1,Alacant,0,0,0,0
1789687,250,30,1,1,Alacant,0,0,0,0
1789688,650,60,1,1,Alacant,0,1,0,0
1789689,500,64,1,1,Alacant,0,1,0,0
1789692,550,80,2,1,Alacant,0,0,0,1
1789694,700,65,1,1,Alacant,0,1,0,0
1789695,1500,180,4,2,Alacant,1,0,1,0
1789698,750,60,1,1,Alacant,0,1,0,0
1789699,450,80,3,1,Alacant,0,0,0,0
1789700,500,48,1,1,Alacant,0,1,0,0
1789702,450,80,3,1,Alacant,0,0,0,0
1789704,380,80,3,1,Alacant,0,0,0,0
1789705,1200,123,3,2,Alacant,0,0,0,0
1789706,650,130,4,2,Alacant,1,0,0,0
1789707,700,100,3,1,Alacant,0,1,0,0
1789708,300,90,3,2,Alacant,0,0,0,0
1789709,650,70,2,2,Alacant,1,0,1,0
1789711,520,75,3,1,Alacant,0,0,0,0
1789712,700,60,2,1,Alacant,0,1,0,0
1789713,525,62,2,1,Alacant,1,0,0,1
1789714,535,90,2,2,Alacant,0,1,0,0
1789716,550,85,2,1,Alacant,0,1,0,0
1789717,500,80,2,1,Alacant,0,1,0,0
1789720,600,90,2,1,Alacant,0,1,0,0
1789721,650,120,4,2,Alacant,0,1,0,0
1789722,950,80,3,2,Alacant,0,1,0,0
1789723,850,100,3,2,Alacant,0,1,0,0
1789724,800,90,1,1,Alacant,0,0,0,1
1789725,2300,200,3,3,Alacant,1,0,0,0
1789729,685,71,2,2,Alacant,0,0,1,0
1789732,600,70,2,1,Alacant,0,0,0,0
1789733,550,70,2,1,Alacant,0,0,0,0
1789735,600,50,1,1,Alacant,0,1,0,0
1789736,680,80,2,2,Alacant,0,1,0,0
1789738,750,95,2,2,Alacant,1,1,0,0
1789741,620,90,3,2,Alacant,0,1,0,0
1789743,450,80,3,1,Alacant,0,0,0,0
1789744,600,95,3,2,Alacant,0,0,0,1
1789747,1650,200,3,2,Alacant,0,0,0,0
1789748,850,86,2,2,Alacant,1,0,0,0
1789749,1200,84,2,2,Alacant,0,1,0,0
1789750,750,80,2,2,Alacant,0,0,0,0
1789752,500,220,7,3,Alacant,0,1,0,0
1789753,450,90,3,2,Alacant,0,1,0,0
1789756,850,76,1,1,Alacant,0,1,0,0
1789758,1250,135,4,3,Alacant,0,0,0,0
1789760,925,105,3,2,Alacant,0,1,0,0
1789761,250,60,2,1,Alacant,0,0,0,0
1789762,850,93,2,2,Alacant,0,1,0,0
1789766,600,90,3,2,Alacant,1,0,0,0
1789772,1150,105,3,2,Alacant,0,1,0,0
1789774,800,240,4,3,Alacant,1,0,0,1
1789775,480,90,2,1,Alacant,0,1,0,0
1789778,750,79,1,1,Alacant,0,1,0,0
1789779,1050,140,1,1,Alacant,0,0,0,0
1789782,560,80,2,1,Alacant,0,0,0,0
1789786,550,60,2,1,Alacant,1,0,0,0
1789788,680,60,2,1,Alacant,0,0,0,0
1789789,1700,159,4,2,Alacant,1,0,1,0
1789790,900,85,3,1,Alacant,0,0,0,0
1789791,900,108,2,3,Alacant,1,0,1,0
1789792,650,70,2,1,Alacant,1,0,0,0
1789793,650,84,2,2,Alacant,0,1,0,0
1789794,1000,70,1,1,Alacant,0,1,0,0
1789797,750,85,2,2,Alacant,0,1,0,0
1789798,990,90,4,3,Alacant,0,0,0,1
1789799,655,65,3,1,Alacant,0,0,0,0
1789800,480,85,2,1,Alacant,0,0,0,0
1789806,900,75,3,1,Alacant,1,0,0,0
1789807,650,70,2,1,Alacant,0,1,0,0
1789809,690,177,4,2,Alacant,0,1,0,0
1789811,335,110,4,2,Alacant,0,0,0,0
1789812,550,78,2,1,Alacant,1,1,0,0
1789813,1500,300,3,2,Alacant,1,0,1,0
1789815,500,140,4,2,Alacant,0,1,0,0
1789817,850,125,4,2,Alacant,0,1,0,0
1789819,550,50,1,1,Alacant,1,0,1,0
1789821,750,130,3,2,Alacant,0,1,0,0
1789822,1300,180,3,2,Alacant,0,0,0,0
1789824,1200,75,2,2,Alacant,0,1,0,0
1789827,1100,78,2,2,Alacant,0,0,0,0
1789828,550,100,2,2,Alacant,0,1,0,0
1789831,680,90,3,2,Alacant,0,1,0,0
1789833,500,110,3,2,Alacant,0,1,0,0
1789834,600,80,3,3,Alacant,1,0,0,0
1789835,875,110,3,2,Alacant,0,1,0,0
1789838,850,140,3,2,Alacant,0,0,0,0
1789841,1600,110,3,2,Alacant,0,1,0,0
1789846,850,60,1,1,Alacant,0,0,0,1
1789847,760,100,2,2,Alacant,0,1,1,0
1789848,450,43,2,1,Alacant,0,0,0,0
1789849,425,45,1,1,Alacant,1,0,0,0
1789850,700,66,2,1,Alacant,0,1,0,0
1789852,1100,140,3,2,Alacant,1,1,0,0
1789854,2000,220,3,3,Alacant,0,1,0,0
1789856,1500,140,3,2,Alacant,0,1,0,0
1789857,510,90,3,1,Alacant,0,0,0,0
1789858,600,85,3,2,Alacant,0,0,0,0
1789861,900,95,2,2,Alacant,0,1,0,0
1789862,1200,105,2,2,Alacant,0,1,0,0
1789863,850,97,2,2,Alacant,0,1,0,0
1789864,700,110,2,2,Alacant,0,1,0,0
1789869,1600,120,3,2,Alacant,0,1,0,0
1789870,750,89,3,2,Alacant,0,1,0,0
1789872,1100,147,4,2,Alacant,0,1,0,0
1789873,650,98,3,1,Alacant,0,1,0,0
1789878,450,85,3,2,Alacant,1,0,0,0
1789879,750,70,2,1,Alacant,0,1,0,0
1789883,2000,260,3,3,Alacant,1,0,1,0
1789885,1800,150,4,3,Alacant,1,0,1,0
1789888,750,110,2,2,Alacant,0,1,0,0
1789889,600,50,1,1,Alacant,0,0,0,0
1789891,600,60,3,1,Alacant,0,0,0,0
1789892,500,55,1,1,Alacant,1,0,1,0
1789893,750,105,4,2,Alacant,0,1,0,0
1789900,425,60,1,1,Alacant,1,0,0,0
1789902,950,160,4,2,Alacant,0,0,0,0
1789903,350,128,4,1,Alacant,0,0,0,0
1789905,725,100,3,2,Alacant,0,1,0,0
1789907,650,107,2,2,Alacant,1,0,1,0
1789909,995,60,2,1,Alacant,1,1,0,0
1789910,980,141,4,2,Alacant,0,1,0,1
1789911,550,55,1,1,Alacant,0,1,0,0
1789912,875,110,3,2,Alacant,0,1,0,0
1789913,550,40,1,1,Alacant,0,1,0,0
1789916,425,85,2,1,Alacant,1,1,0,0
1789918,750,132,3,2,Alacant,0,0,0,1
1789919,450,95,3,2,Alacant,0,1,0,0
1789920,600,55,1,1,Alacant,0,0,0,0
1789930,850,100,3,2,Alacant,0,1,0,0
1789931,750,45,1,1,Alacant,0,1,1,0
1789933,1300,173,3,2,Alacant,1,0,1,0
1789934,700,82,2,2,Alacant,0,1,0,0
1789936,2300,85,2,2,Alacant,0,0,0,0
1789940,875,119,3,2,Alacant,0,1,0,0
1789941,800,70,2,1,Alacant,0,1,0,0
1789942,800,75,2,2,Alacant,1,0,1,0
